lexical,itn,maskedITN,display,question,durationInTicks,Filenumber,id,name,filename
but still my feet OK so i was OK how do i answer like specifically my field or just what i'm doing right leaving i'm interested analog in gillette and when i was twenty one and i started doing one course i got interested in this field so i started to get the thing and then i liked it a lot and i took many courses which were related to that and i'm doing it right now,but still my feet OK so i was OK how do i answer like specifically my field or just what i'm doing right leaving i'm interested analog in gillette and when i was 21 and i started doing one course i got interested in this field so i started to get the thing and then i liked it a lot and i took many courses which were related to that and i'm doing it right now,but still my feet ok so i was ok how do i answer like specifically my field or just what i'm doing right leaving i'm interested analog in gillette and when i was 21 and i started doing one course i got interested in this field so i started to get the thing and then i liked it a lot and i took many courses which were related to that and i'm doing it right now,"But still my feet. OK so I was. OK, how do I answer like specifically my field or just what I'm doing right? Leaving. I'm interested analog in Gillette and when I was 21 and I started doing one course, I got interested in this field so I started to get the thing and then I liked it a lot and I took many courses which were related to that and I'm doing it right now.",D_1,495400000,1,21,Sheetal,D_1.wav
mount everest yeah i had like when i work i think you're old and there was this summer camp and we were supposed to register like we had this grouping all with our new friends and the vendor for one whole month and then we checked,mount everest yeah i had like when i work i think you're old and there was this summer camp and we were supposed to register like we had this grouping all with our new friends and the vendor for one whole month and then we checked,mount everest yeah i had like when i work i think you're old and there was this summer camp and we were supposed to register like we had this grouping all with our new friends and the vendor for one whole month and then we checked,"Mount Everest, yeah I had. Like when I work. I think you're old and there was this summer camp and we were supposed to register like we had this grouping all with our new friends and the vendor for one whole month and then we checked.",D_2,300500000,2,21,Sheetal,D_2.wav
OK so first of all when i started pursuing analog engineering at all the pretty so my first experience that i had of this was from a course that i took in earlier and that course was pretty interesting in the way the professor taught that goes to us it was electrity amazing and when we did projects and completed assignments that that was really exciting and then i you take a few courses for related to that field and some of them were really advanced courses and i started enjoying it then i started doing my research projects in that field and currently i'm doing my masters project also in that field now the profile that i offer is analog engineering and my field is pretty much the same and i think i will be able to do a great job there said it sir i like the feel very much and i have done similar projects related to that,OK so first of all when i started pursuing analog engineering at all the pretty so my first experience that i had of this was from a course that i took in earlier and that course was pretty interesting in the way the professor taught that goes to us it was electrity amazing and when we did projects and completed assignments that that was really exciting and then i you take a few courses for related to that field and some of them were really advanced courses and i started enjoying it then i started doing my research projects in that field and currently i'm doing my masters project also in that field now the profile that ioffer is analog engineering and my field is pretty much the same and i think i will be able to do a great job there said it sir i like the feel very much and i have done similar projects related to that,ok so first of all when i started pursuing analog engineering at all the pretty so my first experience that i had of this was from a course that i took in earlier and that course was pretty interesting in the way the professor taught that goes to us it was electrity amazing and when we did projects and completed assignments that that was really exciting and then i you take a few courses for related to that field and some of them were really advanced courses and i started enjoying it then i started doing my research projects in that field and currently i'm doing my masters project also in that field now the profile that ioffer is analog engineering and my field is pretty much the same and i think i will be able to do a great job there said it sir i like the feel very much and i have done similar projects related to that,"OK, so first of all when I started pursuing analog engineering at all the pretty so my first experience that I had of this was from a course that I took in earlier and that course was pretty interesting in the way the professor taught. That goes to us. It was electrity amazing, and when we did projects and completed assignments that that was really exciting. And then I. You take a few courses for related to that field, and some of them were really advanced courses and I started enjoying it. Then I started doing my research projects in that field and currently I'm doing my Masters project also in that field. Now the profile that Ioffer is analog engineering and my field is pretty much the same and I think I will be able to do a great job there. Said it Sir. I like the feel very much and I have done similar projects related to that.",1,709400000,4,21,Sheetal,1.wav
OK well i haven't done many projects in the field and the courses were also not related to the field that i'm interviewing for but i'm pretty sure when i get to when i get to you know interact with people and then when i start calling them papers or do some research in that field and hopefully i will be able to you know adapt myself according to what work has been going on in ATI,OK well i haven't done many projects in the field and the courses were also not related to the field that i'm interviewing for but i'm pretty sure when i get to when i get to you know interact with people and then when i start calling them papers or do some research in that field and hopefully i will be able to you know adapt myself according to what work has been going on in ATI,ok well i haven't done many projects in the field and the courses were also not related to the field that i'm interviewing for but i'm pretty sure when i get to when i get to you know interact with people and then when i start calling them papers or do some research in that field and hopefully i will be able to you know adapt myself according to what work has been going on in ati,"OK well. I haven't done many projects in the field and the courses were also not related to the field that I'm interviewing for, but I'm pretty sure when I get to when I get to. You know, interact with people and then when I start calling them papers or do some research in that field and hopefully I will be able to, you know. Adapt myself according to what work has been going on in ATI.",2,515300000,5,21,Sheetal,2.wav
open i have experience in designing or did you tell a facebook loop that might be helpful for the profile like i have i have a i have done a couple of projects but they were not really related to animals because mostly related to digital profilei will i will click when i started so my specialization is microelectronics and when i started you know i was not very sure which like in microelectronics also we can we have a variety of you know sub feels like you can go to device physics you can go to analog scale you can go to digital field there's RF field and so on so i was not very interested in analog i was like the not really sure if i want to pursue this but just because it was it was like really random and i was not sure just to i thought that i might be able to do something and i found it like interesting and then i started with it i don't have much experience with it,open i have experience in designing or did you tell a facebook loop that might be helpful for the profile like i have i have a i have done a couple of projects but they were not really related to animals because mostly related to digital profilei will i will click when i started so my specialization is microelectronics and when i started you know i was not very sure which like in microelectronics also we can we have a variety of you know sub feels like you can go to device physics you can go to analog scale you can go to digital field there's RF field and so on so i was not very interested in analog i was like the not really sure if i want to pursue this but just because it was it was like really random and i was not sure just to i thought that i might be able to do something and i found it like interesting and then i started with it i don't have much experience with it,open i have experience in designing or did you tell a facebook loop that might be helpful for the profile like i have i have a i have done a couple of projects but they were not really related to animals because mostly related to digital profilei will i will click when i started so my specialization is microelectronics and when i started you know i was not very sure which like in microelectronics also we can we have a variety of you know sub feels like you can go to device physics you can go to analog scale you can go to digital field there's rf field and so on so i was not very interested in analog i was like the not really sure if i want to pursue this but just because it was it was like really random and i was not sure just to i thought that i might be able to do something and i found it like interesting and then i started with it i don't have much experience with it,"Open. I have experience in designing or did you tell a Facebook loop? That might be helpful for the profile like I have. I have a. I have done a couple of projects but they were not really related to animals because mostly related to digital profile.I will I will click when I started so my specialization is microelectronics and when I started you know I was not very sure which like in microelectronics. Also we can we have a variety of you know sub feels like you can go to device physics. You can go to analog scale. You can go to digital field there's RF field and so on. So I was not very interested in analog I was like. The not really sure if I want to pursue this, but just because it was, it was like really random and I was not sure just to I thought that I might be able to do something and I found it like interesting. And then I started with it. I don't have much experience with it.",3,845900000,6,21,Sheetal,3.wav
OK for just impress i can cook it OK so first of all do independent like even at that time semester was going on and i had a bunch of projects that i was doing at the time one of them was my R and D project and i was pretty excited for my TDP so i started doing that earlier as well so i was quite occupied the dead from that in the free time i used to read books i used to give as much time as i can to my friends i used to you know play games with them like you are used to even be see them sometimes apart from that i was like i used to sing and i had quit it for a long time so i continued that i used to sketch as well i like at that time i started watching this anime and i was like i really liked it and i started sketching and those sort of things yeah so it's not working,OK for just impress i can cook it OK so first of all do independent like even at that time semester was going on and i had a bunch of projects that i was doing at the time one of them was my R&D project and i was pretty excited for my TDP so i started doing that earlier as well so i was quite occupied the dead from that in the free time i used to read books i used to give as much time as i can to my friends i used to you know play games with them like you are used to even be see them sometimes apart from that i was like i used to sing and i had quit it for a long time so i continued that i used to sketch as well i like at that time i started watching this anime and i was like i really liked it and i started sketching and those sort of things yeah so it's not working,ok for just impress i can cook it ok so first of all do independent like even at that time semester was going on and i had a bunch of projects that i was doing at the time one of them was my r&d project and i was pretty excited for my tdp so i started doing that earlier as well so i was quite occupied the dead from that in the free time i used to read books i used to give as much time as i can to my friends i used to you know play games with them like you are used to even be see them sometimes apart from that i was like i used to sing and i had quit it for a long time so i continued that i used to sketch as well i like at that time i started watching this anime and i was like i really liked it and i started sketching and those sort of things yeah so it's not working,"OK. For just impress, I can cook it. OK, so first of all do independent like even at that time semester was going on and I had a bunch of projects that I was doing at the time. One of them was my R&D project and I was pretty excited for my TDP. So I started doing that earlier as well. So I was quite occupied the dead. From that in the free time I used to read books, I used to give as much time as I can to my friends. I used to, you know, play games with them like you are used to even be. See them sometimes. Apart from that I was like I used to sing and I had quit it for a long time, so I continued that. I used to sketch as well. I like at that time I started watching this anime and I was like I really liked it and I started sketching. And those sort of things. Yeah, so it's not working.",4,949100000,12,21,Sheetal,4.wav
OK so my goal for a couple of coming years is to become a senior analog engineer iti like i i'll be start i'll start work i'll have my joining in july an gently so basically in two years i want to master what i've learned so far i want to fake news projects i want to explore but other than analog is there an definitely i want to be a part of the research team and would want to publish papers,OK so my goal for a couple of coming years is to become a senior analog engineer iti like i i'll be start i'll start work i'll have my joining in july an gently so basically in two years i want to master what i've learned so far i want to fake news projects i want to explore but other than analog is there an definitely i want to be a part of the research team and would want to publish papers,ok so my goal for a couple of coming years is to become a senior analog engineer iti like i i'll be start i'll start work i'll have my joining in july an gently so basically in two years i want to master what i've learned so far i want to fake news projects i want to explore but other than analog is there an definitely i want to be a part of the research team and would want to publish papers,"OK, so my goal for a couple of coming years is to become a senior analog engineer ITI. Like I I'll be start, I'll start work I'll have my joining in July an. Gently, so basically in two years I want to master what I've learned so far. I want to. Fake news. Projects I want to explore, but other than analog, is there an? Definitely I want to be a part of the research team and would want to publish papers.",5,547700000,15,21,Sheetal,5.wav
OK so again like i said that i want to i want to basically pursue analog engineering and that like how why do i want to do that was basically i was clueless in the beginning as to which field i have to choose and taking up these random courses was not really helping and then all of a sudden i took another random course which was taught by professor philip and then the way he taught that course with so much excitement and like it was really funny even though it was very difficult for me at the time to do that course even though i spend a lot of time you know apart from the other courses i will spend a lot of time doing that post an i started enjoying the things that were being taught then the problems that were you know related to that course so it was really fun and when we did the project and the project was mostly like many of the students gave up on that process because it was really difficult but it was really exciting for me that project and i completed it and i was really like i felt really happy doing that so after that i decided that this is the course that i really wanna like this is the field that i really wanna put you in the future,OK so again like i said that i want to i want to basically pursue analog engineering and that like how why do i want to do that was basically i was clueless in the beginning as to which field i have to choose and taking up these random courses was not really helping and then all of a sudden i took another random course which was taught by professor philip and then the way he taught that course with so much excitement and like it was really funny even though it was very difficult for me at the time to do that course even though i spend a lot of time you know apart from the other courses i will spend a lot of time doing that post an i started enjoying the things that were being taught then the problems that were you know related to that course so it was really fun and when we did the project and the project was mostly like many of the students gave up on that process because it was really difficult but it was really exciting for me that project and i completed it and i was really like i felt really happy doing that so after that i decided that this is the course that i really wanna like this is the field that i really wanna put you in the future,ok so again like i said that i want to i want to basically pursue analog engineering and that like how why do i want to do that was basically i was clueless in the beginning as to which field i have to choose and taking up these random courses was not really helping and then all of a sudden i took another random course which was taught by professor philip and then the way he taught that course with so much excitement and like it was really funny even though it was very difficult for me at the time to do that course even though i spend a lot of time you know apart from the other courses i will spend a lot of time doing that post an i started enjoying the things that were being taught then the problems that were you know related to that course so it was really fun and when we did the project and the project was mostly like many of the students gave up on that process because it was really difficult but it was really exciting for me that project and i completed it and i was really like i felt really happy doing that so after that i decided that this is the course that i really wanna like this is the field that i really wanna put you in the future,"OK, so again, like I said that I want to. I want to basically pursue analog engineering and that like how. Why do I want to do that was basically I was clueless in the beginning as to which field I have to choose and taking up these random courses was not. Really helping and then all of a sudden I took another random course which was taught by Professor Philip and then the way he taught that course with so much excitement and like it was really funny even though it was very difficult for me at the time to do that course, even though I spend a lot of time. You know, apart from the other courses, I will spend a lot of time doing that post an. I started enjoying the things that were being taught, then the problems that were you know related to that course. So it was really fun. And when we did the project and the project was mostly like many of the students gave up on that process because it was really difficult, but it was really exciting for me that project and I completed it and I was really. Like I felt really happy doing that. So after that I decided that this is the course that I really wanna like. This is the field that I really wanna put you in the future.",6,1024600000,16,21,Sheetal,6.wav
so the thing is i my test you did one or once or twice in this because the thing is even if there's some courses like some courses that really interests you and you really like them then you understand them completely like you are really confident that you can really you know we will be able to pass that course and you'll be able to get good grades but there's some courses which you have to just do this for the sake of degree and you're not really interested in them so what happens is that sometimes people give it all want to you know they did very just want to pass that and it's it's not bad enough but thank you if it is if i'm given a chance to copy and if i know that others are also popping then certainly i would also not hold myself back because i'm not really learning anything from that goes and if he help is available online i'll i'll just i'll just go for it,so the thing is i my test you did one or once or twice in this because the thing is even if there's some courses like some courses that really interests you and you really like them then you understand them completely like you are really confident that you can really you know we will be able to pass that course and you'll be able to get good grades but there's some courses which you have to just do this for the sake of degree and you're not really interested in them so what happens is that sometimes people give it all want to you know they did very just want to pass that and it's it's not bad enough but thank you if it is if i'm given a chance to copy and if i know that others are also popping then certainly i would also not hold myself back because i'm not really learning anything from that goes and if he help is available online i'll i'll just i'll just go for it,so the thing is i my test you did one or once or twice in this because the thing is even if there's some courses like some courses that really interests you and you really like them then you understand them completely like you are really confident that you can really you know we will be able to pass that course and you'll be able to get good grades but there's some courses which you have to just do this for the sake of degree and you're not really interested in them so what happens is that sometimes people give it all want to you know they did very just want to pass that and it's it's not bad enough but thank you if it is if i'm given a chance to copy and if i know that others are also popping then certainly i would also not hold myself back because i'm not really learning anything from that goes and if he help is available online i'll i'll just i'll just go for it,"So The thing is. I. My test you did one or once or twice in this because The thing is, even if there's some courses like some courses that really interests you and you really like them, then you understand them completely like you are really confident that you can. Really, you know we will be able to pass that course and you'll be able to get good grades, but there's some courses which you have to just do this for the sake of degree and you're not really interested in them. So what happens is that sometimes people. Give it all want to you know they did very just want to pass that and it's. It's not bad enough, but thank you if it is. If I'm given a chance to copy, and if I know that others are also popping, then certainly I would also not hold myself back because I'm not really learning anything from that goes. And if he help is available online I'll I'll just I'll just go for it.",7,716000000,18,21,Sheetal,7.wav
OK so uh if it is weird and i'm not liking the project or i'm not feeling that excitement then one thing that i would do is i'll try to change my project i'll try to explore other fields if there are any or the basically there's two things first of all if i project is interesting enough or in there is another thing that i would really complete this which might feel to say i'm in and look and i'll start working in digital profiles but then it really depends if the if it is based on project or not i'll talk to my superior like my seniors if like what is the situation like how do they handle it so mostly it would be this level two things either i'll switch the company i'll i'll go to some other company because this company does not offer many exciting projects or if there are exciting projects and i'll explore the other projects,OK so uh if it is weird and i'm not liking the project or i'm not feeling that excitement then one thing that i would do is i'll try to change my project i'll try to explore other fields if there are any or the basically there's two things first of all if i project is interesting enough or in there is another thing that i would really complete this which might feel to say i'm in and look and i'll start working in digital profiles but then it really depends if the if it is based on project or not i'll talk to my superior like my seniors if like what is the situation like how do they handle it so mostly it would be this level two things either i'll switch the company i'll i'll go to some other company because this company does not offer many exciting projects or if there are exciting projects and i'll explore the other projects,ok so uh if it is weird and i'm not liking the project or i'm not feeling that excitement then one thing that i would do is i'll try to change my project i'll try to explore other fields if there are any or the basically there's two things first of all if i project is interesting enough or in there is another thing that i would really complete this which might feel to say i'm in and look and i'll start working in digital profiles but then it really depends if the if it is based on project or not i'll talk to my superior like my seniors if like what is the situation like how do they handle it so mostly it would be this level two things either i'll switch the company i'll i'll go to some other company because this company does not offer many exciting projects or if there are exciting projects and i'll explore the other projects,"OK. So, uh, if it is weird and I'm not liking the project or I'm not feeling that excitement, then one thing that I would do is I'll try to change my project. I'll try to explore other fields if there are any, or the. Basically there's two things. First of all, if I project is interesting enough or in there is another thing that I would really complete this, which might feel to say I'm in and look and I'll start working in digital profiles. But then it really depends. If the if it is based on project or not. I'll talk to my superior like my seniors if like. What is the situation like? How do they handle it? So mostly it would be this level two things. Either I'll switch the company, I'll I'll go to some other company because this company does not offer many exciting projects, or if there are exciting projects and I'll explore the other projects.",8,751100000,22,21,Sheetal,8.wav
OK uh so the projects were basically team projects and the the thing was that in the team project you have to basically work according to the others as well you just not have to look to yourself then i used to enjoy leading the project so i used to give timelines to each other and then work in the team and then yeah apart from that the things that i learned from the project but how do you so basically if the projects are you know related to if there are really what you say is there are ready to littlefield then you expect like basically you have to design and then you have to test them so while testing i get to i got to learn so many things like how do you like connect the equipment and then other things that i learn for like how do you talk to people basically to get the things out of them like say if i'm stuck at some point then i'll ask the people for help so i was good at it and let me tell oh we're picking,OK uh so the projects were basically team projects and the the thing was that in the team project you have to basically work according to the others as well you just not have to look to yourself then i used to enjoy leading the project so i used to give timelines to each other and then work in the team and then yeah apart from that the things that i learned from the project but how do you so basically if the projects are you know related to if there are really what you say is there are ready to littlefield then you expect like basically you have to design and then you have to test them so while testing i get to i got to learn so many things like how do you like connect the equipment and then other things that i learn for like how do you talk to people basically to get the things out of them like say if i'm stuck at some point then i'll ask the people for help so i was good at it and let me tell oh we're picking,ok uh so the projects were basically team projects and the the thing was that in the team project you have to basically work according to the others as well you just not have to look to yourself then i used to enjoy leading the project so i used to give timelines to each other and then work in the team and then yeah apart from that the things that i learned from the project but how do you so basically if the projects are you know related to if there are really what you say is there are ready to littlefield then you expect like basically you have to design and then you have to test them so while testing i get to i got to learn so many things like how do you like connect the equipment and then other things that i learn for like how do you talk to people basically to get the things out of them like say if i'm stuck at some point then i'll ask the people for help so i was good at it and let me tell oh we're picking,"OK, uh, so. The projects were basically team projects and. The the thing was that in the team project, you have to basically work according to the others as well. You just not have to look to yourself then. I used to enjoy leading the project, so I used to give timelines to each other and then work in the team and then. Yeah, apart from that, the things that I learned from the project. But how do you? So basically, if the projects are, you know related to if there are really what you say is there are ready to Littlefield, then you expect. Like basically you have to design and then you have to test them. So while testing I get to I got to learn so many things. Like how do you like, connect the equipment and then. Other things that I learn for, like how do you talk to people? Basically to get the things out of them like say if I'm stuck at some point then I'll ask the people for help. So I was good at it and let me tell. Oh, we're picking.",9,919600000,24,21,Sheetal,9.wav
so last year there wasn't any particular event or project that i worked on this for like for this which was between their project because i was only individual projects in the past year so i really didn't get the chance,so last year there wasn't any particular event or project that i worked on this for like for this which was between their project because i was only individual projects in the past year so i really didn't get the chance,so last year there wasn't any particular event or project that i worked on this for like for this which was between their project because i was only individual projects in the past year so i really didn't get the chance,So. Last year there wasn't any particular. Event or project that I worked on this for like for this which was between their project because I was only individual projects in the past year so I really didn't get the chance.,10,347500000,29,21,Sheetal,10.wav
OK i was born if my idea is good enough or not is there the system then there must have been a reason for them to not like it and if it is not good enough then i'll work on it i'll improve it and see what the reaction of others is after that yeah,OK i was born if my idea is good enough or not is there the system then there must have been a reason for them to not like it and if it is not good enough then i'll work on it i'll improve it and see what the reaction of others is after that yeah,ok i was born if my idea is good enough or not is there the system then there must have been a reason for them to not like it and if it is not good enough then i'll work on it i'll improve it and see what the reaction of others is after that yeah,"OK. I was born. If my idea is good enough or not, is there the system? Then there must have been a reason for them to not like it, and if it is not good enough then I'll work on it. I'll improve it and see what the reaction of others is after that. Yeah.",11,440100000,30,21,Sheetal,11.wav
the last book i read was angels and english,the last book i read was angels and english,the last book i read was angels and english,The last book I read was angels and English.,12,185000000,40,21,Sheetal,12.wav
so i really like like i like sports in football so i used to play football if given a chance i'll play football now i like playing badminton and i like the running inside apart from that i like sketching i like singing yeah and and also i like watching,so i really like like i like sports in football so i used to play football if given a chance i'll play football now i like playing badminton and i like the running inside apart from that i like sketching i like singing yeah and and also i like watching,so i really like like i like sports in football so i used to play football if given a chance i'll play football now i like playing badminton and i like the running inside apart from that i like sketching i like singing yeah and and also i like watching,"So I really like. Like I like sports in football, so I used to play football if given a chance I'll play football. Now I like playing badminton and I like the running inside. Apart from that I like sketching. I like singing. Yeah, and. And also I like watching.",13,362200000,41,21,Sheetal,13.wav
OK so so sports so when i came to idb and then when i randomly like my manager was singing and i used to see others and they they they used to have a lot of fun playing like they used to have a lot of fun they were enjoying their sport like that and i used to like feel bad that my answer doesn't involve any physical activity so i started playing badminton at the time and then i even tried body volleyball and there was this you know google go camp where i started playing football as well and i really enjoyed it other than that singing it was more in like like when i was very young then i used to like listen to songs and i used to like enjoy singing are you still in there you know thinking at the time and then i just thought that it's fun running and tackling saying i like running and cycling because it gives me a whole different energy and then i'm running on browsers or the somewhere else in the positive energy that i gave is like it's sort of relieving i like it gives happiness different,OK so so sports so when i came to idb and then when i randomly like my manager was singing and i used to see others and they they they used to have a lot of fun playing like they used to have a lot of fun they were enjoying their sport like that and i used to like feel bad that my answer doesn't involve any physical activity so i started playing badminton at the time and then i even tried body volleyball and there was this you know google go camp where i started playing football as well and i really enjoyed it other than that singing it was more in like like when i was very young then i used to like listen to songs and i used to like enjoy singing are you still in there you know thinking at the time and then i just thought that it's fun running and tackling saying i like running and cycling because it gives me a whole different energy and then i'm running on browsers or the somewhere else in the positive energy that i gave is like it's sort of relieving i like it gives happiness different,ok so so sports so when i came to idb and then when i randomly like my manager was singing and i used to see others and they they they used to have a lot of fun playing like they used to have a lot of fun they were enjoying their sport like that and i used to like feel bad that my answer doesn't involve any physical activity so i started playing badminton at the time and then i even tried body volleyball and there was this you know google go camp where i started playing football as well and i really enjoyed it other than that singing it was more in like like when i was very young then i used to like listen to songs and i used to like enjoy singing are you still in there you know thinking at the time and then i just thought that it's fun running and tackling saying i like running and cycling because it gives me a whole different energy and then i'm running on browsers or the somewhere else in the positive energy that i gave is like it's sort of relieving i like it gives happiness different,"OK, so. So sports, so when I came to IDB and then when I randomly like, my manager was singing and I used to see others and they they they used to have a lot of fun playing like they used to have a lot of fun. They were enjoying their sport like that and I used to like feel bad that my answer doesn't involve any physical activity. So I started playing badminton at the time and then I even tried body volleyball and there was this, you know Google go camp where I started playing football as well and I really enjoyed it. Other than that singing it was more in like. Like when I was. Very young then I used to like listen to songs and I used to like enjoy singing. Are you still in there? You know, thinking at the time and then I just thought that it's fun. Running and tackling saying, I like running and cycling because it gives me a whole different energy and then I'm running on browsers or the somewhere else in the positive energy that I gave is like. It's sort of relieving. I like it gives happiness. Different.",14,1066600000,42,21,Sheetal,14.wav
i don't really play any musical instrument,i don't really play any musical instrument,i don't really play any musical instrument,I don't really play any musical instrument.,15,186600000,57,21,Sheetal,15.wav
so uh my profile is related to my profile is analog but in analog we can also we we have some part of the image processing and the family i so i think be the involvement of that involvement of image processing and all makes it interesting,so uh my profile is related to my profile is analog but in analog we can also we we have some part of the image processing and the family i so i think be the involvement of that involvement of image processing and all makes it interesting,so uh my profile is related to my profile is analog but in analog we can also we we have some part of the image processing and the family i so i think be the involvement of that involvement of image processing and all makes it interesting,"So, uh, my profile is related to my profile is analog, but in analog we can. Also we we have some part of the image processing and the family. I so I think. Be the involvement of. That involvement of image processing and all makes it interesting.",16,430200000,59,21,Sheetal,16.wav
OK so the job data i'm interviewing for is uh related to RF engineering and i have done several photos in that we like the basic core switches most unlock design that i have done that goes and then further when i started again interest in this field i took up for a purpose like RF micro electronics and signal or something so what was the question againyeah yeah so i i also started doing projects in these fields so i did my this is my family project in this field and my one research and development project and finally now my masters project in the same,OK so the job data i'm interviewing for is uh related to RF engineering and i have done several photos in that we like the basic core switches most unlock design that i have done that goes and then further when i started again interest in this field i took up for a purpose like RF micro electronics and signal or something so what was the question againyeah yeah so i i also started doing projects in these fields so i did my this is my family project in this field and my one research and development project and finally now my masters project in the same,ok so the job data i'm interviewing for is uh related to rf engineering and i have done several photos in that we like the basic core switches most unlock design that i have done that goes and then further when i started again interest in this field i took up for a purpose like rf micro electronics and signal or something so what was the question againyeah yeah so i i also started doing projects in these fields so i did my this is my family project in this field and my one research and development project and finally now my masters project in the same,"OK, so the job data. I'm interviewing for is, uh, related to RF engineering and. I have done several photos in that we like the basic core switches. Most unlock design that I have done that goes and then further when I started again interest in this field I took up for a purpose like RF Micro electronics and. Signal or something so. What was the question again?Yeah, yeah, so I. I also started doing projects in these fields so I did my. This is my family project in this field and my one research and development project and finally now my Masters project in the same.",17,619000000,60,21,Sheetal,17.wav
up i think these questions seem OK how do i acquire the knowledge so uh the projects are really a practical implementation of how things go on in the film so the film really was sucky designing an B project and the courses are sufficient for us to feel whatever knowledge be gone and they give a real life like practical experience of what will be what we will be designing on film,up i think these questions seem OK how do i acquire the knowledge so uh the projects are really a practical implementation of how things go on in the film so the film really was sucky designing an B project and the courses are sufficient for us to feel whatever knowledge be gone and they give a real life like practical experience of what will be what we will be designing on film,up i think these questions seem ok how do i acquire the knowledge so uh the projects are really a practical implementation of how things go on in the film so the film really was sucky designing an b project and the courses are sufficient for us to feel whatever knowledge be gone and they give a real life like practical experience of what will be what we will be designing on film,"Up I think these questions seem OK. How do I acquire the knowledge? So, uh. The projects are really a practical implementation of how things go on in the film, so the film really was sucky. Designing an B project and the courses are sufficient for us to feel whatever knowledge be gone and they give a real life like practical experience of what will be what we will be designing on film.",18,451200000,62,21,Sheetal,18.wav
so uh in the beginning i thought that i'll join party i ain start working on the project and gain some knowledge but then i have second thoughts because i really wanted to pursue PHD and i really like in the back of my mind i always think that the knowledge that i have is insufficient for me to continue my job and that's why i also want to be part of the whole research project i want to get more into research and i don't think that any company will be able to offer the similar things that i will be able to gain from doing a PHD,so uh in the beginning i thought that i'll join party i ain start working on the project and gain some knowledge but then i have second thoughts because i really wanted to pursue PHD and i really like in the back of my mind i always think that the knowledge that i have is insufficient for me to continue my job and that's why i also want to be part of the whole research project i want to get more into research and i don't think that any company will be able to offer the similar things that i will be able to gain from doing a PHD,so uh in the beginning i thought that i'll join party i ain start working on the project and gain some knowledge but then i have second thoughts because i really wanted to pursue phd and i really like in the back of my mind i always think that the knowledge that i have is insufficient for me to continue my job and that's why i also want to be part of the whole research project i want to get more into research and i don't think that any company will be able to offer the similar things that i will be able to gain from doing a phd,"So, uh. In the beginning I thought that I'll join party I Ain. Start working on the project and gain some knowledge, but then I have second thoughts because I really wanted to pursue PhD and I really like. In the back of my mind, I always think that the knowledge that I have is insufficient for me to continue my job and that's why I also want to be part of the whole research project. I want to get more into research and I don't think that any company will be able to offer the similar things that I will be able to gain from doing a PhD.",19,592700000,63,21,Sheetal,19.wav
